FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.490244,490244,POINT (16.375983863273866 48.22039953907744),Leopoldsgasse,Leopoldsgasse,"58B, 5A, 5B",824,2,
OEFFHALTESTOGD.490245,490245,POINT (16.284504803666177 48.152656530240954),Ruzickagasse,Ruzickagasse,56A,1134,2,
OEFFHALTESTOGD.490246,490246,POINT (16.53596451300209 48.26152009387645),Invalidensiedlung,Invalidensiedlung,89A,579,2,
OEFFHALTESTOGD.490247,490247,POINT (16.28162226210922 48.19164373355244),Mantlergasse,Mantlergasse,47A,1729,2,
OEFFHALTESTOGD.490248,490248,POINT (16.272405182635442 48.154932273533355),Franz-Asenbauer-Gasse,Franz-Asenbauer-Gasse,56A,343,2,
OEFFHALTESTOGD.490249,490249,POINT (16.385814145580774 48.2227016378502),Volkertplatz,Volkertplatz,"58B, 5B",1876,2,
OEFFHALTESTOGD.490250,490250,POINT (16.37989822680957 48.20731036906651),Stubentor,Stubentor,3A,245,2,
OEFFHALTESTOGD.490251,490251,POINT (16.531986081718696 48.21621350816226),Eßling Friedhof,Eßling Friedhof,98A,298,2,
OEFFHALTESTOGD.490252,490252,POINT (16.460988465521524 48.25177006587825),Ludwig-Reindl-Gasse,Ludwig-Reindl-Gasse,24A,1539,2,
OEFFHALTESTOGD.490253,490253,POINT (16.50262773212891 48.23866109596929),Kieslerweg,Kieslerweg,"95A, 97A",1808,2,
OEFFHALTESTOGD.490254,490254,POINT (16.308624788749228 48.231552466833215),KGV Alsrückenweg,KGV Alsrückenweg,42A,711,2,
OEFFHALTESTOGD.490255,490255,POINT (16.531681013042594 48.22482966601384),Wehrbrücklstraße,Wehrbrücklstraße,"99A, 99B",1455,2,
OEFFHALTESTOGD.490256,490256,POINT (16.35518451963984 48.190757630296),Bezirksamt Margareten,Bezirksamt Margareten,59A,137,2,
OEFFHALTESTOGD.490257,490257,POINT (16.28783420192889 48.23691774970514),Neuwaldegger Straße,Neuwaldegger Straße,43A,936,2,
OEFFHALTESTOGD.490258,490258,POINT (16.4503631835008 48.21329943728101),Franz-Pletersky-Weg,Franz-Pletersky-Weg,"92A, 93A",347,2,
OEFFHALTESTOGD.490259,490259,POINT (16.32993869925041 48.15903452670955),Lichtensterngasse,Lichtensterngasse,16A,782,2,
OEFFHALTESTOGD.490260,490260,POINT (16.4452437792236 48.28703769001853),Dahliengasse,Dahliengasse,32A,218,2,
OEFFHALTESTOGD.490261,490261,POINT (16.42531217579926 48.22217900200525),Harrachgasse,Harrachgasse,"92A, 92B",475,2,
OEFFHALTESTOGD.490262,490262,POINT (16.392367368757327 48.13953780402223),Grundäckergasse,Grundäckergasse,17A,1721,2,
OEFFHALTESTOGD.490263,490263,POINT (16.45749479602526 48.23100432651461),Miriam-Makeba-Gasse,Miriam-Makeba-Gasse,"86A, 87A, 95A",1435,2,
OEFFHALTESTOGD.490264,490264,POINT (16.264598121245395 48.17439473941851),Reischergasse,Reischergasse,54B,1096,2,
OEFFHALTESTOGD.490265,490265,POINT (16.386387329281867 48.23878257458813),Allerheiligengasse,Allerheiligengasse,"11A, 11B, 5A",23,2,
OEFFHALTESTOGD.490266,490266,POINT (16.36949379591428 48.206439746666064),Plankengasse,Plankengasse,2A,1022,2,
OEFFHALTESTOGD.490267,490267,POINT (16.361283973683378 48.24465904248108),Gunoldstraße,Gunoldstraße,"10A, 39A",439,2,
OEFFHALTESTOGD.490268,490268,POINT (16.31438121510709 48.16580696664101),Hetzendorf,Hetzendorf,"16A, 64A",511,2,
OEFFHALTESTOGD.490269,490269,POINT (16.26880189320653 48.17920069209937),Gobergasse,Gobergasse,"54A, 54B",410,2,
OEFFHALTESTOGD.490270,490270,POINT (16.344058542865742 48.19077023130631),Sonnenuhrgasse,Sonnenuhrgasse,57A,1275,2,
OEFFHALTESTOGD.490271,490271,POINT (16.319151063393704 48.224431444165205),Hernalser Friedhof,Hernalser Friedhof,42A,1682,2,
OEFFHALTESTOGD.490272,490272,POINT (16.27294299004347 48.187701596972886),Rohrbacherstraße,Rohrbacherstraße,"53A, 54A, 54B",1109,2,
OEFFHALTESTOGD.490273,490273,POINT (16.266782977526034 48.13591002130994),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,60A,637,2,
OEFFHALTESTOGD.490274,490274,POINT (16.27715611529019 48.149601077752976),Karl-Schwed-Gasse,Karl-Schwed-Gasse,60A,655,2,
OEFFHALTESTOGD.490275,490275,POINT (16.36745318034267 48.21301677477593),Renngasse,Renngasse,2A,1090,2,
OEFFHALTESTOGD.490276,490276,POINT (16.37305378355267 48.20900247915131),Stephansplatz,Stephansplatz,3A,1320,2,
OEFFHALTESTOGD.490277,490277,POINT (16.368581093997353 48.20489911429268),Albertinaplatz,Albertinaplatz,2A,20,2,
OEFFHALTESTOGD.490278,490278,POINT (16.3773778306766 48.20751280303169),Riemergasse,Riemergasse,3A,1102,2,
OEFFHALTESTOGD.490279,490279,POINT (16.37186399029014 48.21113334733123),Hoher Markt,Hoher Markt,3A,544,2,
OEFFHALTESTOGD.490280,490280,POINT (16.37433344378931 48.20001573480609),Schwarzenbergplatz,Schwarzenbergplatz,4A,1193,2,
OEFFHALTESTOGD.490281,490281,POINT (16.375816047902866 48.222561934534816),Obere Augartenstraße,Obere Augartenstraße,"58B, 5A, 5B",961,2,
OEFFHALTESTOGD.490282,490282,POINT (16.392411446665133 48.202319932805885),Rochusgasse,Rochusgasse,4A,1104,2,
OEFFHALTESTOGD.490283,490283,POINT (16.394837702993033 48.205368921742696),Rasumofskygasse,Rasumofskygasse,4A,1041,2,
OEFFHALTESTOGD.490284,490284,POINT (16.398012461836135 48.20630752622934),Wittelsbachstraße,Wittelsbachstraße,"4A, 80A",1497,2,
OEFFHALTESTOGD.490285,490285,POINT (16.373797257352717 48.199678616916366),Schwarzenbergplatz,Schwarzenbergplatz,4A,1193,2,
OEFFHALTESTOGD.490286,490286,POINT (16.380075481531893 48.2439745706255),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A, 11B, 5A",363,2,
OEFFHALTESTOGD.490287,490287,POINT (16.388810477294683 48.236147658993566),Engerthstraße/Traisengasse,Engerthstraße/Traisengasse,"37A, 5A",280,2,
OEFFHALTESTOGD.490288,490288,POINT (16.380503354659993 48.23743629234873),Dresdner Straße,Dresdner Straße,5A,500,2,
OEFFHALTESTOGD.490289,490289,POINT (16.370306998904592 48.22599263476991),Gaußplatz,Gaußplatz,5A,380,2,
OEFFHALTESTOGD.490290,490290,POINT (16.380370352738744 48.21634624646158),Karmeliterplatz,Karmeliterplatz,5A,659,2,
OEFFHALTESTOGD.490291,490291,POINT (16.380336530388448 48.20735021131886),Stubentor,Stubentor,74A,245,2,
OEFFHALTESTOGD.490292,490292,POINT (16.29812708484023 48.137961931609354),An den Steinfeldern,An den Steinfeldern,61A,59,2,
OEFFHALTESTOGD.490293,490293,POINT (16.29800823129157 48.14092803402915),Carlbergergasse,Carlbergergasse,61A,204,2,
OEFFHALTESTOGD.490294,490294,POINT (16.303572518124554 48.1410921591587),Kugelmanngasse,Kugelmanngasse,61A,726,2,
OEFFHALTESTOGD.490295,490295,POINT (16.275624126253184 48.13679738973337),Korbgasse,Korbgasse,60A,707,2,
OEFFHALTESTOGD.490296,490296,POINT (16.261659186592503 48.13345758542221),Rodaun,Rodaun,60A,1105,2,
OEFFHALTESTOGD.490297,490297,POINT (16.262199497659505 48.14419293419402),Maurer Berg,Maurer Berg,60A,852,2,
OEFFHALTESTOGD.490298,490298,POINT (16.258273494521514 48.144916289810034),Lindauergasse,Lindauergasse,60A,799,2,
OEFFHALTESTOGD.490299,490299,POINT (16.28733092341237 48.14662991446889),Atzgersdorf,Atzgersdorf,60A,94,2,
OEFFHALTESTOGD.490300,490300,POINT (16.28815716569367 48.14692733226468),Atzgersdorf,Atzgersdorf,60A,94,2,
OEFFHALTESTOGD.490301,490301,POINT (16.291192471510275 48.141829568444805),Leopoldigasse,Leopoldigasse,60A,826,2,
OEFFHALTESTOGD.490302,490302,POINT (16.29792906445514 48.14346807768226),Atzgersdorf Friedhof,Atzgersdorf Friedhof,60A,92,2,
OEFFHALTESTOGD.490303,490303,POINT (16.296990699817716 48.14586870142964),Brunner Straße/Erlaaer Straße,Brunner Straße/Erlaaer Straße,60A,174,2,
OEFFHALTESTOGD.490304,490304,POINT (16.298030394505044 48.14629424768),Brunner Straße/Erlaaer Straße,Brunner Straße/Erlaaer Straße,"60A, 66A",174,2,
OEFFHALTESTOGD.490305,490305,POINT (16.293589235523715 48.14752277745564),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,"58A, 66A",93,2,
OEFFHALTESTOGD.490306,490306,POINT (16.289147286181127 48.147763923626336),Atzgersdorf,Atzgersdorf,"58A, 66A",94,2,
OEFFHALTESTOGD.490307,490307,POINT (16.28837009129368 48.14767539684853),Atzgersdorf,Atzgersdorf,"60A, 66A",94,2,
OEFFHALTESTOGD.490308,490308,POINT (16.280410006486957 48.140233014402185),Liesing Schulzentrum,Liesing Schulzentrum,66A,793,2,
OEFFHALTESTOGD.490309,490309,POINT (16.37354875185837 48.168644725313364),Ettenreichgasse/Schulzentrum,Ettenreichgasse/Schulzentrum,"65A, 66A",1191,2,
OEFFHALTESTOGD.490310,490310,POINT (16.35416118526352 48.14587344054011),Jochen-Rindt-Straße,Jochen-Rindt-Straße,"17A, 66A, 67A",599,2,
OEFFHALTESTOGD.490311,490311,POINT (16.352740570354317 48.14329208251561),Ernanigasse,Ernanigasse,"17A, 66A, 67A",1722,2,
OEFFHALTESTOGD.490312,490312,POINT (16.391322442657312 48.1784305092402),Lilienthalgasse,Lilienthalgasse,69A,798,2,
OEFFHALTESTOGD.490313,490313,POINT (16.4061486031303 48.17477893138945),Geiselbergstraße,Geiselbergstraße,69A,484,2,
OEFFHALTESTOGD.490314,490314,POINT (16.409653325277592 48.1703044156704),Am Kanal,Am Kanal,69A,42,2,
OEFFHALTESTOGD.490315,490315,POINT (16.410383891134618 48.1695556493881),Am Kanal,Am Kanal,69A,42,2,
OEFFHALTESTOGD.490316,490316,POINT (16.42252460503733 48.16063990747597),Gattergasse,Gattergasse,69A,377,2,
OEFFHALTESTOGD.490317,490317,POINT (16.426776657487412 48.16028123783866),Wilhelm-Kreß-Platz,Wilhelm-Kreß-Platz,69A,1488,2,
OEFFHALTESTOGD.490318,490318,POINT (16.425635924077017 48.17095284749503),Bleriotgasse,Bleriotgasse,"69A, 72A",147,2,
OEFFHALTESTOGD.490319,490319,POINT (16.46107301680042 48.148619955282705),Etrichstraße,Etrichstraße,71A,294,2,
OEFFHALTESTOGD.490320,490320,POINT (16.346753281380323 48.23319709377476),Währinger Park,Währinger Park,40A,1509,2,
OEFFHALTESTOGD.490321,490321,POINT (16.344948569053354 48.230177969489546),Gymnasiumstraße,Gymnasiumstraße,40A,448,2,
OEFFHALTESTOGD.490322,490322,POINT (16.349341907475694 48.22592386654953),Währinger Straße-Volksoper,Währinger Straße-Volksoper,40A,1510,2,
OEFFHALTESTOGD.490323,490323,POINT (16.354930439382766 48.22470465122428),Nußdf. Str./Alserbachstr.,Nußdf. Str./Alserbachstr.,40A,29,2,
OEFFHALTESTOGD.490324,490324,POINT (16.361866444497764 48.21789208080896),Berggasse,Berggasse,40A,122,2,
OEFFHALTESTOGD.490325,490325,POINT (16.364364244328467 48.215336264622856),Schottentor,Schottentor,40A,1184,2,
OEFFHALTESTOGD.490326,490326,POINT (16.264940664961426 48.16684858737448),Jenbachgasse,Jenbachgasse,56B,595,2,
OEFFHALTESTOGD.490327,490327,POINT (16.271292392626755 48.16677057970178),Dr.-Schober-Straße,Dr.-Schober-Straße,56B,248,2,
OEFFHALTESTOGD.490328,490328,POINT (16.28256228807062 48.16833079176771),"Speising, Hermesstraße","Speising, Hermesstraße","56A, 56B",504,2,
OEFFHALTESTOGD.490329,490329,POINT (16.29435868521586 48.166685321937),Siedlung Rosenhügel,Siedlung Rosenhügel,58A,1284,2,
OEFFHALTESTOGD.490330,490330,POINT (16.334495955406076 48.24664646586407),Daringergasse,Daringergasse,39A,224,2,
OEFFHALTESTOGD.490331,490331,POINT (16.32063197789209 48.251937280099),Fröschelgasse,Fröschelgasse,39A,367,2,
OEFFHALTESTOGD.490332,490332,POINT (16.278953733920783 48.201963978097076),Baumgartner Friedhof,Baumgartner Friedhof,47A,114,2,
OEFFHALTESTOGD.490333,490333,POINT (16.281600062082624 48.197441120306294),Waidhausenstraße,Waidhausenstraße,47A,1438,2,
OEFFHALTESTOGD.490334,490334,POINT (16.359582006954593 48.20674019778854),"Ring, Volkstheater U","Ring, Volkstheater U",48A,246,2,
OEFFHALTESTOGD.490335,490335,POINT (16.356681820691513 48.20554026089183),Volkstheater,Volkstheater,48A,1430,2,
OEFFHALTESTOGD.490336,490336,POINT (16.32076452033216 48.20598138864669),Brüßlgasse,Brüßlgasse,48A,179,2,
OEFFHALTESTOGD.490337,490337,POINT (16.318693527515972 48.20891623148739),Possingergasse,Possingergasse,48A,1037,2,
OEFFHALTESTOGD.490338,490338,POINT (16.31015471174012 48.209960729300924),Ottakring,Ottakring,48A,981,2,
OEFFHALTESTOGD.490339,490339,POINT (16.309970729640604 48.21024044228937),Ottakring,Ottakring,"45A, 46A, 46B, 48A",981,2,
OEFFHALTESTOGD.490340,490340,POINT (16.305539654897927 48.21071365987445),Rankgasse,Rankgasse,48A,1489,2,
OEFFHALTESTOGD.490341,490341,POINT (16.304846584437872 48.208690062297485),Joachimsthalerplatz,Joachimsthalerplatz,48A,597,2,
OEFFHALTESTOGD.490342,490342,POINT (16.293681599265753 48.20726289831338),Waidäckergasse,Waidäckergasse,48A,1439,2,
OEFFHALTESTOGD.490343,490343,POINT (16.283958608813 48.2070041641144),Reichmanngasse,Reichmanngasse,48A,1082,2,
OEFFHALTESTOGD.490344,490344,POINT (16.28048327101113 48.20693770142604),Klinik Penzing,Klinik Penzing,48A,1049,2,
OEFFHALTESTOGD.490345,490345,POINT (16.280052597090688 48.2068476741461),Klinik Penzing,Klinik Penzing,48A,1049,2,
OEFFHALTESTOGD.490346,490346,POINT (16.261353859303558 48.19793936363089),Bahnhof Hütteldorf,Bahnhof Hütteldorf,"47B, 49A, 50A, 50B, 52A, 52B",560,2,
OEFFHALTESTOGD.490347,490347,POINT (16.25533081818649 48.202509817057766),"Hütteldorf, Bujattigasse","Hütteldorf, Bujattigasse","49A, 50A",184,2,
OEFFHALTESTOGD.490348,490348,POINT (16.252594903881324 48.20392334734526),Wolfersberggasse,Wolfersberggasse,"49A, 50A, 50B",1501,2,
OEFFHALTESTOGD.490349,490349,POINT (16.30110682070765 48.22822640066314),Dornbacher Straße,Dornbacher Straße,44A,241,2,
OEFFHALTESTOGD.490350,490350,POINT (16.28317169998312 48.2260830298264),Heuberg,Heuberg,44A,514,2,
OEFFHALTESTOGD.490351,490351,POINT (16.27762466891643 48.18753403058533),Preindlgasse,Preindlgasse,"53A, 54A",1044,2,
OEFFHALTESTOGD.490352,490352,POINT (16.260434032038436 48.19604959965592),Hütteldorf,Hütteldorf,53A,560,2,
OEFFHALTESTOGD.490353,490353,POINT (16.275022406130404 48.19194926168555),Ober Sankt Veit,Ober Sankt Veit,"54A, 54B",956,2,
OEFFHALTESTOGD.490354,490354,POINT (16.260860317846856 48.1805128983894),Stock im Weg,Stock im Weg,54B,1326,2,
OEFFHALTESTOGD.490355,490355,POINT (16.39636203585048 48.25915859275309),Stryeckgasse,Stryeckgasse,34A,1802,2,
OEFFHALTESTOGD.490356,490356,POINT (16.368861140194543 48.277697233791194),Schwarzlackenau,Schwarzlackenau,34A,1506,2,
OEFFHALTESTOGD.490357,490357,POINT (16.380628643895957 48.286167684221276),Bahnhof Strebersdorf,Bahnhof Strebersdorf,34A,1333,2,
OEFFHALTESTOGD.490358,490358,POINT (16.400820100938724 48.25630769671621),Floridsdorf,Floridsdorf,"20A, 28A, 33A",334,2,
OEFFHALTESTOGD.490359,490359,POINT (16.394515094216104 48.25426456261836),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Straße,"20A, 33A",848,2,
OEFFHALTESTOGD.490360,490360,POINT (16.397566712126466 48.25756721888009),Am Spitz,Am Spitz,33A,50,2,
OEFFHALTESTOGD.490361,490361,POINT (16.440621912272096 48.263477288145),Leopoldauer Platz,Leopoldauer Platz,"27A, 29A",771,2,
OEFFHALTESTOGD.490362,490362,POINT (16.438865583086958 48.26901393448769),Dopschstraße,Dopschstraße,29A,239,2,
OEFFHALTESTOGD.490363,490363,POINT (16.451485747331233 48.27826578445401),Leopoldau,Leopoldau,32A,769,2,
OEFFHALTESTOGD.490364,490364,POINT (16.453176597193615 48.270683319373006),Haberditzlgasse,Haberditzlgasse,29A,454,2,
OEFFHALTESTOGD.490365,490365,POINT (16.451990217113185 48.2704128313201),Bubergasse,Bubergasse,29A,180,2,
OEFFHALTESTOGD.490366,490366,POINT (16.41018396292058 48.275832008267145),Berzeliusgasse,Berzeliusgasse,"30A, 31A, 32A, 36A, 36B",130,2,
OEFFHALTESTOGD.490367,490367,POINT (16.41374665425341 48.274219856974184),Skraupstraße,Skraupstraße,"30A, 31A, 32A",1268,2,
OEFFHALTESTOGD.490368,490368,POINT (16.40552807741583 48.277288407935586),Haspingerplatz,Haspingerplatz,36B,483,2,
OEFFHALTESTOGD.490369,490369,POINT (16.40487274292051 48.27690637034323),Haspingerplatz,Haspingerplatz,"36A, 36B",483,2,
OEFFHALTESTOGD.490370,490370,POINT (16.40452548639029 48.27746880968173),Haspingerplatz,Haspingerplatz,"30A, 32A",483,2,
OEFFHALTESTOGD.490371,490371,POINT (16.406498220121858 48.28158964042287),Bernreiterplatz,Bernreiterplatz,"30A, 32A",128,2,
OEFFHALTESTOGD.490372,490372,POINT (16.4052166202093 48.27768427889218),Haspingerplatz,Haspingerplatz,31A,483,2,
OEFFHALTESTOGD.490373,490373,POINT (16.419670988664077 48.27122327138079),Siemensstraße,Siemensstraße,31A,1248,2,
OEFFHALTESTOGD.490374,490374,POINT (16.43178946168275 48.266230548330206),Sorgenthalgasse,Sorgenthalgasse,31A,1277,2,
OEFFHALTESTOGD.490375,490375,POINT (16.436349664845597 48.26212131261446),Leopoldauer Straße,Leopoldauer Straße,31A,773,2,
OEFFHALTESTOGD.490376,490376,POINT (16.438071284713214 48.25976055914641),Doeltergasse,Doeltergasse,"27A, 31A",232,2,
OEFFHALTESTOGD.490377,490377,POINT (16.40081071972154 48.280139716454755),"Großjedlersdorf, Jochbergengasse","Großjedlersdorf, Jochbergengasse","30A, 32A",598,2,
OEFFHALTESTOGD.490378,490378,POINT (16.407939568889883 48.27726372156365),Großjedlersdorf,Großjedlersdorf,32A,431,2,
OEFFHALTESTOGD.490379,490379,POINT (16.406124463075596 48.281176877230344),Bernreiterplatz,Bernreiterplatz,32A,128,2,
OEFFHALTESTOGD.490380,490380,POINT (16.44890991860082 48.284442362529745),Achengasse,Achengasse,32A,2,2,
OEFFHALTESTOGD.490381,490381,POINT (16.34914841700821 48.23740782731811),Hardtgasse,Hardtgasse,35A,474,2,
OEFFHALTESTOGD.490382,490382,POINT (16.348929609339933 48.236181817724166),Hardtgasse,Hardtgasse,35A,474,2,
OEFFHALTESTOGD.490383,490383,POINT (16.351970123757667 48.231375683431864),Nußdorfer Straße,Nußdorfer Straße,"35A, 37A",950,2,
OEFFHALTESTOGD.490384,490384,POINT (16.393171567668073 48.26632988830607),Koloniestraße,Koloniestraße,"36A, 36B",699,2,
OEFFHALTESTOGD.490385,490385,POINT (16.402666302900023 48.27398635999576),Trillergasse,Trillergasse,36A,593,2,
OEFFHALTESTOGD.490386,490386,POINT (16.38283623538655 48.235920161327904),Lorenz-Böhler-Unfallkrankenhaus,Lorenz-Böhler-Unfallkrankenhaus,37A,813,2,
OEFFHALTESTOGD.490387,490387,POINT (16.37929245560439 48.237264178755034),Dresdner Straße,Dresdner Straße,37A,500,2,
OEFFHALTESTOGD.490388,490388,POINT (16.365518307480507 48.23746053755197),Klosterneuburger Straße,Klosterneuburger Straße,37A,692,2,
OEFFHALTESTOGD.490389,490389,POINT (16.35633545454107 48.236077236179455),Spittelau,Spittelau,37A,1062,2,
OEFFHALTESTOGD.490390,490390,POINT (16.356297450608306 48.23337089872155),Spittelau,Spittelau,37A,1062,2,
OEFFHALTESTOGD.490391,490391,POINT (16.354541326774306 48.23333278165471),Glatzgasse,Glatzgasse,37A,405,2,
OEFFHALTESTOGD.490392,490392,POINT (16.334556251264623 48.23741576153331),Dänenstraße,Dänenstraße,37A,251,2,
OEFFHALTESTOGD.490393,490393,POINT (16.352598458821863 48.23119478270014),Nußdorfer Straße,Nußdorfer Straße,37A,950,2,
OEFFHALTESTOGD.490394,490394,POINT (16.348004446320513 48.25377058534656),Bretschneidergasse,Bretschneidergasse,38A,168,2,
OEFFHALTESTOGD.490395,490395,POINT (16.36498374466954 48.254678657033246),Grinzinger Straße,Grinzinger Straße,38A,428,2,
OEFFHALTESTOGD.490396,490396,POINT (16.364705448354524 48.24945513114778),Bhf. Heiligenstadt,Bhf. Heiligenstadt,38A,491,2,
OEFFHALTESTOGD.490397,490397,POINT (16.328403920267505 48.248327637261475),Bellevuestraße,Bellevuestraße,39A,118,2,
OEFFHALTESTOGD.490398,490398,POINT (16.348379051796698 48.24293456539608),Silbergasse,Silbergasse,39A,1253,2,
OEFFHALTESTOGD.490399,490399,POINT (16.396489914415174 48.21223738393024),Kurzbauergasse,Kurzbauergasse,80A,730,2,
OEFFHALTESTOGD.490400,490400,POINT (16.397954547658916 48.20962064460733),Josef-Gall-Gasse,Josef-Gall-Gasse,80A,609,2,
OEFFHALTESTOGD.490401,490401,POINT (16.402683372807356 48.20289732634044),Friedensgasse,Friedensgasse,80A,359,2,
OEFFHALTESTOGD.490402,490402,POINT (16.405225376631883 48.20238776413479),Lukschgasse,Lukschgasse,80A,817,2,
OEFFHALTESTOGD.490403,490403,POINT (16.41113271752464 48.19728103060783),Schüttelstraße,Schüttelstraße,80A,1206,2,
OEFFHALTESTOGD.490404,490404,POINT (16.40946876833389 48.19603787514546),Ludwig-Koeßler-Platz,Ludwig-Koeßler-Platz,"77A, 80A",821,2,
OEFFHALTESTOGD.490405,490405,POINT (16.495977044634234 48.21211724151738),Jägermaiszufahrt,Jägermaiszufahrt,98A,1637,2,
OEFFHALTESTOGD.490406,490406,POINT (16.49717097828286 48.21057211066456),Heustadelgasse,Heustadelgasse,98A,1638,2,
OEFFHALTESTOGD.490407,490407,POINT (16.50023914163347 48.210254681246376),Auspitzgasse,Auspitzgasse,98A,1639,2,
OEFFHALTESTOGD.490408,490408,POINT (16.503640350299545 48.20873971791159),Mühlau,Mühlau,98A,1640,2,
OEFFHALTESTOGD.490409,490409,POINT (16.523457931708553 48.20587228378319),Raphael-Donner-Allee,Raphael-Donner-Allee,88B,1590,2,
OEFFHALTESTOGD.490410,490410,POINT (16.53219067524532 48.249359659948695),Neuessling,Neuessling,24A,924,2,
OEFFHALTESTOGD.490411,490411,POINT (16.53878260024616 48.233442219627186),Teiläckergasse,Teiläckergasse,"99A, 99B",1368,2,
OEFFHALTESTOGD.490412,490412,POINT (16.531210156313673 48.2162355602842),Eßling Friedhof,Eßling Friedhof,"99A, 99B",298,2,
OEFFHALTESTOGD.490413,490413,POINT (16.531539304954645 48.2160414539052),Eßling Friedhof,Eßling Friedhof,"99A, 99B",298,2,
OEFFHALTESTOGD.490414,490414,POINT (16.5262612920965 48.21432613518481),Eßling Schule,Eßling Schule,"98A, 99A, 99B",297,2,
OEFFHALTESTOGD.490415,490415,POINT (16.544274106315893 48.21922750343626),"Eßling, Schippanisiedlung","Eßling, Schippanisiedlung",98A,422,2,
